CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;TAB_X_CLASSE_SERIE;TAB_X_QT_COTA;TAB_X_VL_COTA
40.101.938/0001-12;CENTRAL AGRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2024-11-30;Subclasse Senior;0.00;0.00
40.101.938/0001-12;CENTRAL AGRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2024-11-30;Subclasse Subordinada Subordinada 1 |;631137.19;10.94
40.132.398/0001-34;IC PRECATÓRIOS ESTADUAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior;0.00;0.00
40.132.398/0001-34;IC PRECATÓRIOS ESTADUAIS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Subordinada 1 |;34048.47;842.91
40.132.424/0001-24;GALILEU I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior;0.00;0.00
40.132.424/0001-24;GALILEU I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Subordinada 1 |;1269459.91;1362.67
40.155.056/0001-30;TERA PERFORMANCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP;2024-11-30;Subclasse Senior Série 1;7525.28;157.41
40.155.056/0001-30;TERA PERFORMANCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP;2024-11-30;Subclasse Senior Série 2;5981.04;1101.64
40.155.056/0001-30;TERA PERFORMANCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP;2024-11-30;Subclasse Senior Série 3;6000.00;1042.70
40.155.056/0001-30;TERA PERFORMANCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP;2024-11-30;Subclasse Senior Série 4;4988.33;1022.80
40.155.056/0001-30;TERA PERFORMANCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 1;0.00;0.00
40.155.056/0001-30;TERA PERFORMANCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP;2024-11-30;Subclasse Subordinada Mezanino 2 | Série 3;846.96;1065.82
40.155.056/0001-30;TERA PERFORMANCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP;2024-11-30;Subclasse Subordinada Mezanino 3 | Série 2;2545.97;1064.65
40.155.056/0001-30;TERA PERFORMANCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP;2024-11-30;Subclasse Subordinada Mezanino 4 | Série 4;1000.00;1008.50
40.155.056/0001-30;TERA PERFORMANCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL LP;2024-11-30;Subclasse Subordinada Subordinada 1 |;5325.53;1357.78
40.169.680/0001-96;GREEN FIDC SOLAR GD -FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS SOCIOAMBIENTAL-ENERGIA SOLAR - IS;2024-11-30;Subclasse Senior Série 1;49638.00;1061.21
40.169.680/0001-96;GREEN FIDC SOLAR GD -FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS SOCIOAMBIENTAL-ENERGIA SOLAR - IS;2024-11-30;Subclasse Senior Série 2;38904.00;1048.40
40.169.680/0001-96;GREEN FIDC SOLAR GD -FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS SOCIOAMBIENTAL-ENERGIA SOLAR - IS;2024-11-30;Subclasse Senior Série 3;38376.00;1124.02
40.169.680/0001-96;GREEN FIDC SOLAR GD -FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS SOCIOAMBIENTAL-ENERGIA SOLAR - IS;2024-11-30;Subclasse Senior Série 4;28702.00;1109.31
40.169.680/0001-96;GREEN FIDC SOLAR GD -FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS SOCIOAMBIENTAL-ENERGIA SOLAR - IS;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 1;7168.00;1078.31
40.169.680/0001-96;GREEN FIDC SOLAR GD -FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS SOCIOAMBIENTAL-ENERGIA SOLAR - IS;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 2;5599.98;1063.53
40.169.680/0001-96;GREEN FIDC SOLAR GD -FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS SOCIOAMBIENTAL-ENERGIA SOLAR - IS;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 3;5600.00;1143.48
40.169.680/0001-96;GREEN FIDC SOLAR GD -FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS SOCIOAMBIENTAL-ENERGIA SOLAR - IS;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 4;4032.00;1126.64
40.169.680/0001-96;GREEN FIDC SOLAR GD -FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS SOCIOAMBIENTAL-ENERGIA SOLAR - IS;2024-11-30;Subclasse Subordinada Subordinada 1 |;29142.60;899.11
40.187.050/0001-44;PIRASSUNUNGA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;Subclasse Senior;0.00;0.00
40.187.050/0001-44;PIRASSUNUNGA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;566.52;6665.14
40.188.893/0001-65;BAVIERA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior;0.00;0.00
40.188.893/0001-65;BAVIERA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Subordinada 1 |;11.00;6695044.75
40.211.664/0001-14;CONDOBEM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADOS;2024-11-30;Subclasse Senior Série 1;2839.49;4215.60
40.211.664/0001-14;CONDOBEM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADOS;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 1;301.68;4215.60
40.211.664/0001-14;CONDOBEM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - NÃO PADRONIZADOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;657.00;1407.50
40.211.675/0001-02;G VALUE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2024-11-30;Subclasse Senior Série 1;0.00;0.00
40.211.675/0001-02;G VALUE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2024-11-30;Subclasse Subordinada Mezanino 1 | 1;98620.31;1799.81
40.211.675/0001-02;G VALUE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2024-11-30;Subclasse Subordinada Subordinada 1 | 0;1264.22;74867.00
40.211.684/0001-95;CREDINOV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 1;0.00;0.00
40.211.684/0001-95;CREDINOV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Subordinada 1 |;6834.18;1172.86
40.211.693/0001-86;30E FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 1;19998.66;1084.11
40.211.693/0001-86;30E FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 2;42720.10;1083.51
40.211.693/0001-86;30E FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 1;9998.17;1096.14
40.211.693/0001-86;30E FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Mezanino 2 | Série 2;19743.29;1095.45
40.211.693/0001-86;30E FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Subordinada 1 |;64230.73;1023.89
40.226.165/0001-09;VAIL PRECATÓRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2024-11-30;Subclasse Senior;0.00;0.00
40.226.165/0001-09;VAIL PRECATÓRIO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2024-11-30;Subclasse Subordinada Subordinada 1 |;39591.42;1676.00
40.226.175/0001-36;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS QRED PME - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 1;15432.63;1124.03
40.226.175/0001-36;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS QRED PME - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 1;0.00;0.00
40.226.175/0001-36;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS QRED PME - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Subordinada 1 |;94233.92;199.74
40.226.200/0001-81;BARU FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 1;1683.75;1377.72
40.226.200/0001-81;BARU FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 2;1585.46;1205.52
40.226.200/0001-81;BARU FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 3;3000.00;1095.45
40.226.200/0001-81;BARU FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 4;2391.81;1036.52
40.226.200/0001-81;BARU FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 5;3888.96;1022.65
40.226.200/0001-81;BARU FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 1;11150.31;1389.44
40.226.200/0001-81;BARU FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Mezanino 2 | Série 3;3262.63;1002.98
40.226.200/0001-81;BARU FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Mezanino 3 | Série 2;1222.31;1244.22
40.226.200/0001-81;BARU FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Mezanino 4 | Série 4;3000.00;1107.30
40.226.200/0001-81;BARU FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Subordinada 1 |;5682.79;3318.23
40.265.630/0001-02;ANTECIPATECH FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior;0.00;0.00
40.265.630/0001-02;ANTECIPATECH FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;0.00;0.00
40.265.649/0001-59;BPD CONSIGNADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior Série 1;47814.21;497.69
40.265.649/0001-59;BPD CONSIGNADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior Série 2;49335.56;230.56
40.265.649/0001-59;BPD CONSIGNADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior Série 3;50311.25;667.37
40.265.649/0001-59;BPD CONSIGNADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior Série 4;10000.00;809.22
40.265.649/0001-59;BPD CONSIGNADO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;14709.58;188.03
40.319.383/0001-80;WONEBANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADOS;2024-11-30;Subclasse Senior;0.00;0.00
40.319.383/0001-80;WONEBANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO-PADRONIZADOS;2024-11-30;Subclasse Subordinada  |;26572.59;1866.63
40.365.916/0001-60;STARBOARD SPECIAL SITUATIONS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior Série 1;15222.26;1116.70
40.365.916/0001-60;STARBOARD SPECIAL SITUATIONS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;0.00;0.00
40.365.928/0001-94;FARM II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 1;143113.85;132.06
40.365.928/0001-94;FARM II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Subordinada 1 |;0.00;0.00
40.365.950/0001-34;INSS CONSIGNADO (PDL) I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 1;379902.03;196.65
40.365.950/0001-34;INSS CONSIGNADO (PDL) I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Subordinada 1 |;0.00;0.00
40.365.962/0001-69;FINANCIAMENTO DE VEÍCULOS RECEIVABLES I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior Série 1;78228.79;336.93
40.365.962/0001-69;FINANCIAMENTO DE VEÍCULOS RECEIVABLES I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;0.00;0.00
40.366.022/0001-94;MILLENNIUM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 1;88331.44;999.48
40.366.022/0001-94;MILLENNIUM FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Subordinada 1 |;0.00;0.00
40.366.250/0001-64;LUSITANO FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior Série 1;17850.57;1680.02
40.366.250/0001-64;LUSITANO FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 1;3789.51;1751.67
40.366.250/0001-64;LUSITANO FUNDOS DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;8074.98;2140.37
40.597.272/0001-35;JUS GLOBAL INVESTMENT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior;0.00;0.00
40.597.272/0001-35;JUS GLOBAL INVESTMENT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;1242.89;537.28
40.617.721/0001-60;MONTENEGRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2024-11-30;Subclasse Senior;0.00;0.00
40.617.721/0001-60;MONTENEGRO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO;2024-11-30;Subclasse Subordinada Subordinada 1 |;34029.55;1009.72
40.634.940/0001-57;CANAL 86 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;Subclasse Senior;0.00;0.00
40.634.940/0001-57;CANAL 86 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;3886.98;18178.83
40.669.040/0001-45;CANAL 87 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;Subclasse Senior;0.00;0.00
40.669.040/0001-45;CANAL 87 FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;15376.58;1106.67
40.669.872/0001-61;GUATAMBU FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO;2024-11-30;Subclasse Senior;0.00;0.00
40.669.872/0001-61;GUATAMBU FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADO;2024-11-30;Subclasse Subordinada Subordinada 1 |;9665.81;1416.54
40.676.423/0001-40;ADJUD I FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior Série 1;102672633.90;1.33
40.676.423/0001-40;ADJUD I FUNDO DE INVESTIMENTOS EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;25426418.65;2.17
40.676.621/0001-04;GHIA RECEBÍVEIS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior Série 1;0.00;0.00
40.676.621/0001-04;GHIA RECEBÍVEIS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior Série 2;13380.97;1581.33
40.676.621/0001-04;GHIA RECEBÍVEIS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;12542.20;1862.21
40.676.621/0001-04;GHIA RECEBÍVEIS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Mezanino 3 | Série 1;165.59;1462.86
40.677.194/0001-89;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CREDITAS AUTO VIII RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 1;209247.00;43.39
40.677.194/0001-89;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CREDITAS AUTO VIII RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 2;149750.00;524.80
40.677.194/0001-89;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CREDITAS AUTO VIII RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Subordinada 1 |;34.71;254223.34
40.677.194/0001-89;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS CREDITAS AUTO VIII RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 1;90000.00;525.43
40.698.790/0001-45;BBA FINANCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior;0.00;0.00
40.698.790/0001-45;BBA FINANCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;50446.83;1746.96
40.727.523/0001-59;FOUR CREDIT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior Série 1;202.08;33579.95
40.727.523/0001-59;FOUR CREDIT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;256.21;66857.17
40.730.321/0001-66;DEMAND FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 1;14365.11;386.60
40.730.321/0001-66;DEMAND FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Subordinada 1 |;45673.01;12.13
40.733.257/0001-77;WBR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior Série 1;9079.57;1005.67
40.733.257/0001-77;WBR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;606.11;7175.90
40.750.266/0001-76;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MT I RECEIVABLES RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 1;1440769.66;1617.90
40.750.266/0001-76;FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MT I RECEIVABLES RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Subordinada 1 |;0.00;0.00
40.752.367/0001-86;MT INSS RECEIVABLES II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 1;750656.69;1508.58
40.752.367/0001-86;MT INSS RECEIVABLES II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Subordinada 1 |;0.00;0.00
40.753.151/0001-35;JP CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 1;16360.75;1460.26
40.753.151/0001-35;JP CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 1;18466.29;1423.02
40.753.151/0001-35;JP CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Subordinada 1 |;8725.45;2554.74
40.754.316/0001-93;NPL BRASIL I - FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior Série 1;69150.99;475.92
40.754.316/0001-93;NPL BRASIL I - FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;0.00;0.00
40.770.569/0001-50;ENDLESS SUMMIT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior;0.00;0.00
40.770.569/0001-50;ENDLESS SUMMIT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;76891279.08;2.21
40.770.670/0001-01;MEZZO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Senior Série 1;630732437.56;1.26
40.770.670/0001-01;MEZZO FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;0.00;0.00
40.771.109/0001-47;BTG PACTUAL CRÉDITO AGRÍCOLA FIAGRO - DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 1;3004438.00;101.50
40.771.109/0001-47;BTG PACTUAL CRÉDITO AGRÍCOLA FIAGRO - DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Subordinada 1 |;0.00;0.00
40.782.833/0001-76;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS GO KENERSON RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 1;0.00;0.00
40.782.833/0001-76;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS GO KENERSON RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 2;21940.62;1001.23
40.782.833/0001-76;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS GO KENERSON RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 3;11007.02;1011.02
40.782.833/0001-76;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS GO KENERSON RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 1;0.00;0.00
40.782.833/0001-76;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS GO KENERSON RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Mezanino 2 | Série 2;4945.53;1003.16
40.782.833/0001-76;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS GO KENERSON RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Mezanino 3 | Série 3;105.71;1003.16
40.782.833/0001-76;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS GO KENERSON RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Subordinada 1 |;29566.70;1124.58
40.794.358/0001-58;AUTO LOANS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 1;70000000.00;0.06
40.794.358/0001-58;AUTO LOANS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Subordinada 1 |;25207189.75;0.00
40.794.358/0001-58;AUTO LOANS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Subordinada Mezanino 1 | Série 1;10000000.00;1.05
40.800.541/0001-19;ALGARVE SMALL  CLAIMS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;Subclasse Senior;0.00;0.00
40.800.541/0001-19;ALGARVE SMALL  CLAIMS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS;2024-11-30;Subclasse Subordinada Subordinada 1 |;22697.19;1050.49
40.801.446/0001-30;CTG FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 1;329971.42;1040.17
40.801.446/0001-30;CTG FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 2;0.00;0.00
40.801.446/0001-30;CTG FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 3;0.00;0.00
40.801.446/0001-30;CTG FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;Subclasse Senior Série 4;0.00;0.00
