CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;CLASSE_UNICA;CNPJ_ADMIN;ADMIN;CLASSE;CNPJ_CLASSE;CONDOM;FUNDO_EXCLUSIVO;COTST_INTERESSE;PRAZO_CONVERSAO_COTA;TP_PRAZO_CONVERSAO_COTA;PRAZO_PAGTO_RESGATE;TP_PRAZO_PAGTO_RESGATE;TAB_I_VL_ATIVO;TAB_I1_VL_DISP;TAB_I2_VL_CARTEIRA;TAB_I2A_VL_DIRCRED_RISCO;TAB_I2A1_VL_CRED_VENC_AD;TAB_I2A2_VL_CRED_VENC_INAD;TAB_I2A21_VL_TOTAL_PARCELA_INAD;TAB_I2A3_VL_CRED_INAD;TAB_I2A4_VL_CRED_DIRCRED_PERFM;TAB_I2A5_VL_CRED_VENCIDO_PENDENTE;TAB_I2A6_VL_CRED_EMP_RECUP;TAB_I2A7_VL_CRED_RECEITA_PUBLICA;TAB_I2A8_VL_CRED_ACAO_JUDIC;TAB_I2A9_VL_CRED_FATOR_RISCO;TAB_I2A10_VL_CRED_DIVERSO;TAB_I2A11_VL_REDUCAO_RECUP;TAB_I2A12_CPF_CNPJ_CEDENTE_1;TAB_I2A12_PR_CEDENTE_1;TAB_I2A12_CPF_CNPJ_CEDENTE_2;TAB_I2A12_PR_CEDENTE_2;TAB_I2A12_CPF_CNPJ_CEDENTE_3;TAB_I2A12_PR_CEDENTE_3;TAB_I2A12_CPF_CNPJ_CEDENTE_4;TAB_I2A12_PR_CEDENTE_4;TAB_I2A12_CPF_CNPJ_CEDENTE_5;TAB_I2A12_PR_CEDENTE_5;TAB_I2A12_CPF_CNPJ_CEDENTE_6;TAB_I2A12_PR_CEDENTE_6;TAB_I2A12_CPF_CNPJ_CEDENTE_7;TAB_I2A12_PR_CEDENTE_7;TAB_I2A12_CPF_CNPJ_CEDENTE_8;TAB_I2A12_PR_CEDENTE_8;TAB_I2A12_CPF_CNPJ_CEDENTE_9;TAB_I2A12_PR_CEDENTE_9;TAB_I2B_VL_DIRCRED_SEM_RISCO;TAB_I2B1_VL_CRED_VENC_AD;TAB_I2B2_VL_CRED_VENC_INAD;TAB_I2B21_VL_TOTAL_PARCELA_INAD;TAB_I2B3_VL_CRED_INAD;TAB_I2B4_VL_CRED_DIRCRED_PERFM;TAB_I2B5_VL_CRED_VENCIDO_PENDENTE;TAB_I2B6_VL_CRED_EMP_RECUP;TAB_I2B7_VL_CRED_RECEITA_PUBLICA;TAB_I2B8_VL_CRED_ACAO_JUDIC;TAB_I2B9_VL_CRED_FATOR_RISCO;TAB_I2B10_VL_CRED_DIVERSO;TAB_I2B11_VL_REDUCAO_RECUP;TAB_I2B12_CPF_CNPJ_CEDENTE_1;TAB_I2B12_PR_CEDENTE_1;TAB_I2B12_CPF_CNPJ_CEDENTE_2;TAB_I2B12_PR_CEDENTE_2;TAB_I2B12_CPF_CNPJ_CEDENTE_3;TAB_I2B12_PR_CEDENTE_3;TAB_I2B12_CPF_CNPJ_CEDENTE_4;TAB_I2B12_PR_CEDENTE_4;TAB_I2B12_CPF_CNPJ_CEDENTE_5;TAB_I2B12_PR_CEDENTE_5;TAB_I2B12_CPF_CNPJ_CEDENTE_6;TAB_I2B12_PR_CEDENTE_6;TAB_I2B12_CPF_CNPJ_CEDENTE_7;TAB_I2B12_PR_CEDENTE_7;TAB_I2B12_CPF_CNPJ_CEDENTE_8;TAB_I2B12_PR_CEDENTE_8;TAB_I2B12_CPF_CNPJ_CEDENTE_9;TAB_I2B12_PR_CEDENTE_9;TAB_I2C_VL_VLMOB;TAB_I2C1_VL_DEBENTURE;TAB_I2C2_VL_CRI;TAB_I2C3_VL_NP_COMERC;TAB_I2C4_VL_LETRA_FINANC;TAB_I2C5_VL_COTA_FUNDO_ICVM555;TAB_I2C5_VL_COTA_FIF;TAB_I2C6_VL_OUTRO;TAB_I2D_VL_TITPUB_FED;TAB_I2E_VL_CDB;TAB_I2F_VL_OPER_COMPROM;TAB_I2G_VL_OUTRO_RF;TAB_I2H_VL_COTA_FIDC;TAB_I2I_VL_COTA_FIDC_NP;TAB_I2J_VL_CONTRATO_FUTURO;TAB_I2_DEBENTURE_CRI;TAB_I2_COTA_FIDC;TAB_I2_VL_OUTRO_ATIVO;TAB_I3_VL_POSICAO_DERIV;TAB_I3A_VL_MERCADO_TERMO;TAB_I3B_VL_MERCADO_OPCAO;TAB_I3C_VL_MERCADO_FUTURO;TAB_I3D_VL_DIFER_SWAP;TAB_I3E_VL_COBERTURA;TAB_I3F_VL_DEPOSITO_MARGEM;TAB_I4_VL_OUTRO_ATIVO;TAB_I4A_VL_CPRAZO;TAB_I4B_VL_LPRAZO
44.900.271/0001-79;DVNP FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADOS DE RESPONSABILIDADE ILIMITADA;2024-11-30;S;34.829.992/0001-86;REAG TRUST DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A.;;44900271000179;FECHADO;N;N;;;;;55318466.35;120.73;55318345.62;55000000.00;0.00;0.00;0.00;55000000.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;318345.62;0.00;0.00;0.00;0.00;;318345.62;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
44.909.456/0001-44;SOLFÁCIL IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;S;45.246.410/0001-55;BANCO GENIAL S.A.;;44909456000144;FECHADO;N;N;;;;;1218658145.93;21137660.51;1197456102.49;1000166992.68;1040178955.52;0.00;0.00;19688899.85;0.00;0.00;0.00;0.00;0.00;0.00;;59700862.69;34337707000100;0.83;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;193969071.04;0.00;0.00;0.00;0.00;;193969071.04;0.00;3320038.77;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;64382.93;64382.93;0.00
45.018.852/0001-44;BANKAP FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS MULTISSETORIAL;2024-11-30;S;16.695.922/0001-09;ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;;45018852000144;FECHADO;N;N;;;;;10314612.98;44788.18;10193672.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;10112144.68;9188180.95;0.00;0.00;1436516.81;0.00;0.00;0.00;0.00;0.00;0.00;;512553.08;99999999999999;14.69;99999999999998;13.57;;;;;;;;;;;;;;;45200.02;0.00;0.00;0.00;0.00;;45200.02;0.00;36327.80;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;76152.30;76152.30;0.00
45.018.911/0001-84;HR FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS  FINANCEIRO - RESPONSABILIDADE LIMITADA;2024-11-30;S;16.695.922/0001-09;ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;;45018911000184;FECHADO;N;N;;;;;16849303.45;236.97;16849066.48;16758627.47;16758627.47;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;102.19;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;58147.63;0.00;0.00;0.00;0.00;;58147.63;0.00;32291.38;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.018.961/0001-61;NOVA ERA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL;2024-11-30;S;16.695.922/0001-09;ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;;45018961000161;FECHADO;N;N;;;;;23753071.61;41509.25;23342196.25;2232235.22;2224374.92;0.00;0.00;107286.31;0.00;0.00;2229463.79;0.00;0.00;0.00;;99426.01;;;;;;;;;;;;;;;;;;;20668410.49;19804813.55;0.00;0.00;2434555.28;0.00;0.00;539838.16;0.00;0.00;0.00;;1570958.34;99999999999999;16.71;99999999999998;13.33;;;;;;;;;;;;;;;401642.09;0.00;0.00;0.00;0.00;;401642.09;0.00;39908.45;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;369366.11;369366.11;0.00
45.019.002/0001-60;WAY ENGELUZ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;S;16.695.922/0001-09;ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;;45019002000160;FECHADO;N;N;;;;;33378861.61;0.00;33374911.69;33003078.22;17535986.91;0.00;0.00;15603841.22;0.00;0.00;0.00;0.00;0.00;0.00;;136749.91;99999999999999;85.89;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;315961.64;0.00;0.00;0.00;0.00;;315961.64;0.00;55871.83;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3949.92;3949.92;0.00
45.019.040/0001-13;AFL INVEST  FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO - PADRONIZADOS;2024-11-30;S;16.695.922/0001-09;ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;;45019040000113;FECHADO;N;N;;;;;54745232.76;269.80;54734564.63;1856668.21;1856668.21;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;52804424.22;52804424.22;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;52.20;99999999999998;44.48;;;;;;;;;;;;;;;53710.14;0.00;0.00;0.00;0.00;;53710.14;0.00;19762.06;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10398.33;10398.33;0.00
45.019.108/0001-64;UJAY SPARTA FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NAO - PADRONIZADOS - FIDC NP;2024-11-30;S;16.695.922/0001-09;ID CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;;45019108000164;FECHADO;N;N;;;;;10938006.03;0.00;10937514.96;10936190.95;10936190.95;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;101.09;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;1324.01;0.00;0.00;0.00;0.00;;1324.01;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;491.07;491.07;0.00
45.019.334/0001-45;IUGU I UR - FIDC - UNIDADE DE RECEBÍVEIS  RESPONSABILIDADE LIMITADA;2024-11-30;S;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;45019334000145;FECHADO;N;S;;;;;188058109.74;500.00;188054315.38;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;129925230.04;129925230.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;15111975000164;69.15;;;;;;;;;;;;;;;;;57737509.54;0.00;0.00;0.00;0.00;;57737509.54;0.00;391575.80;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3294.36;3294.36;0.00
45.025.014/0001-06;OC FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;S;62.285.390/0001-40;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;OC FIC DE FIDC;45025014000106;ABERTO;N;N;1;DIAS ÚTEIS;0;DIAS ÚTEIS;10542782.97;0.00;10540760.83;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;122327.39;0.00;0.00;0.00;0.00;;122327.39;0.00;0.00;0.00;0.00;0.00;10418433.44;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2022.14;2022.14;0.00
45.026.487/0001-10;EVEREST 30 FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;S;62.285.390/0001-40;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;EVEREST 30 FIC DE FIDC;45026487000110;ABERTO;N;N;1;DIAS ÚTEIS;0;DIAS ÚTEIS;36843852.38;212151.65;36576568.48;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;2349500.37;0.00;0.00;0.00;0.00;;2349500.37;0.00;0.00;0.00;0.00;0.00;34227068.11;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;55132.25;55132.25;0.00
45.064.053/0001-04;JGP SPECIAL SITUATIONS MASTER II FIDC DE RESPONSABILIDADE LIMITADA;2024-11-30;S;62.232.889/0001-90;BANCO DAYCOVAL S.A.;JGP SS.M FIDC II;45064053000104;FECHADO;N;N;;;;;23300466.78;0.00;23299061.55;23071284.95;23071284.95;0.00;0.00;0.00;0.00;0.00;0.00;0.00;23071284.95;0.00;;0.00;59104422000150;99.18;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;227776.60;0.00;0.00;0.00;0.00;;227776.60;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1405.23;1405.23;0.00
45.080.955/0001-34;GREEN FIDC SOLAR GD II-FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SOCIOAMBIENTAL-ENERGIA SOLAR-IS;2024-11-30;N;36.113.876/0001-91;OLIVEIRA TRUST DTVM S.A.;GREEN FIDC SOLAR GD II FIDC SOCIOAMBIENTAL-ENERGIA SOLAR-IS;45080955000134;FECHADO;N;N;;;;;189377774.01;1244.13;189366305.47;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;167211521.97;167211521.97;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;20684481.77;0.00;0.00;0.00;0.00;;20684481.77;0.00;1470301.73;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10224.41;0.00;10224.41
45.101.831/0001-98;ARISTA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;S;67.030.395/0001-46;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;45101831000198;FECHADO;N;S;;;;;26932873.04;0.00;26931658.71;26931283.39;53862567.15;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;26931283.76;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;375.32;0.00;0.00;0.00;0.00;;375.32;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1214.33;1214.33;0.00
45.121.179/0001-73;EVEREST FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RECEBÍVEIS IMOBILIÁRIOS;2024-11-30;S;62.285.390/0001-40;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;EVEREST FIDC RECEBIVEIS IMOBILIARIOS;45121179000173;FECHADO;N;N;;;;;54969610.09;570929.88;54353439.24;49539816.01;47532314.89;1080272.02;29516.10;1102864.94;0.00;0.00;0.00;0.00;0.00;0.00;;175635.84;11581339000145;58.30;41575962000156;21.01;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;4813623.23;0.00;0.00;0.00;0.00;;4813623.23;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;45240.97;45240.97;0.00
45.121.220/0001-01;MAIS TODOS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;S;62.232.889/0001-90;BANCO DAYCOVAL S.A.;;45121220000101;FECHADO;N;N;;;;;140910383.39;1000.00;140903391.61;123815631.87;123815631.87;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;16323032.40;0.00;0.00;0.00;0.00;;16323032.40;0.00;764727.34;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5991.78;5991.78;0.00
45.144.657/0001-60;VECTIS PRO SOLUTTI CRÉDITOS JUDICIAIS FIDC DE RESPONSABILIDADE LIMITADA;2024-11-30;S;62.232.889/0001-90;BANCO DAYCOVAL S.A.;VECTIS;45144657000160;FECHADO;N;N;;;;;58284465.27;1000.00;57558482.93;57286294.88;47558227.52;0.00;0.00;12798755.48;0.00;0.00;0.00;0.00;0.00;0.00;;3070688.12;07959358000195;10.19;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;272188.05;0.00;0.00;0.00;0.00;;272188.05;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;724982.34;724982.34;0.00
45.144.799/0001-28;TOMORROW NOW FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2024-11-30;S;62.232.889/0001-90;BANCO DAYCOVAL S.A.;TOMORROW NOW;45144799000128;FECHADO;N;N;;;;;36199479.22;9510.33;36183088.89;12815083.47;216751.04;12598332.43;95076.23;0.00;0.00;95076.23;0.00;0.00;0.00;0.00;;0.00;08262121000113;11.64;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;23368005.42;0.00;0.00;0.00;0.00;;23368005.42;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6880.00;6880.00;0.00
45.145.168/0001-23;JURUENA FUNDO DE  INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;S;00.806.535/0001-54;PLANNER CORRETORA DE VALORES S.A.;;45145168000123;FECHADO;N;N;;;;;43824450.10;0.00;43820514.45;43790369.17;43790369.17;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;30145.28;0.00;0.00;0.00;0.00;;30145.28;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3935.65;3935.65;0.00
45.145.211/0001-50;ZION CONSIGNADO DE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;S;00.806.535/0001-54;PLANNER CORRETORA DE VALORES S.A.;;45145211000150;FECHADO;N;N;;;;;80235089.65;0.00;80235089.65;80235089.65;80235089.65;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
45.145.516/0001-62;NEW DISTRESSED - FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;S;00.806.535/0001-54;PLANNER CORRETORA DE VALORES S.A.;;45145516000162;FECHADO;N;N;;;;;11208121.33;0.00;11206149.76;11171371.00;11171371.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;34778.76;0.00;0.00;0.00;0.00;;34778.76;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1971.57;1971.57;0.00
45.145.563/0001-06;LEGACY FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS;2024-11-30;S;00.806.535/0001-54;PLANNER CORRETORA DE VALORES S.A.;;45145563000106;FECHADO;N;N;;;;;22624861.44;9760.92;17487493.48;16876894.81;16352787.14;0.00;0.00;524107.67;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;175117.26;0.00;0.00;0.00;0.00;;175117.26;0.00;435481.41;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5127607.04;5127607.04;0.00
45.145.595/0001-01;KP DRACMA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;S;00.806.535/0001-54;PLANNER CORRETORA DE VALORES S.A.;;45145595000101;FECHADO;N;N;;;;;15572745.08;3370.60;15559163.18;13129226.41;13129226.41;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;1395789.02;0.00;0.00;0.00;0.00;;1395789.02;0.00;88801.28;0.00;945346.47;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10211.30;10211.30;0.00
45.145.657/0001-85;LESTE CREDIT PRECATÓRIOS II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;S;00.806.535/0001-54;PLANNER CORRETORA DE VALORES S.A.;;45145657000185;FECHADO;N;N;;;;;147996405.06;5498.51;147765422.55;137345201.41;137345201.41;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;10420221.14;0.00;0.00;0.00;0.00;;10420221.14;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;225484.00;225484.00;0.00
45.188.001/0001-40;PERSA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS;2024-11-30;S;62.285.390/0001-40;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A.;PERSA FIDC NP  SUBORDINADA;45188001000140;ABERTO;N;N;1;DIAS ÚTEIS;0;DIAS ÚTEIS;19024953.98;555164.42;18464285.53;4232172.89;3670824.86;0.00;0.00;561348.05;0.00;0.00;0.00;0.00;0.00;0.00;;0.02;99999999999999;0.00;;;;;;;;;;;;;;;;;13867681.13;8854367.14;5013313.99;525000.00;0.00;0.00;525000.00;0.00;0.00;0.00;0.00;;0.00;12819294000167;27.84;11581339000145;19.01;64963044000108;17.00;05304645000131;11.65;;;;;;;;;;;313011.72;0.00;0.00;0.00;0.00;;313011.72;0.00;51419.79;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5504.03;5504.02;0.01
45.207.034/0001-90;PRECATO II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS DE RESPONSABILIDADE LIMITADA;2024-11-30;S;22.610.500/0001-88;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;45207034000190;FECHADO;N;N;;;;;19692620.74;2075.55;19689702.34;17836411.63;17724813.21;0.00;0.00;111598.42;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;9687838485;13.64;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;;;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;359176.06;0.00;1494114.65;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;842.85;842.85;0.00
45.207.108/0001-98;KUARÁ SPECIAL SITUATIONS I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA;2024-11-30;S;22.610.500/0001-88;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;FIDC NP KUARA;45207108000198;FECHADO;N;N;;;;;61021116.94;1733.72;59968819.05;48370055.76;48370055.76;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;61352431000101;10.60;;;;;;;;;;;;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;99999999999999;0.00;;;;;;;;;;;;;;;;;8320294.85;0.00;0.00;0.00;8320294.85;;0.00;0.00;0.00;0.00;662435.82;0.00;2616032.62;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1050564.17;1050564.17;0.00
